,0,1
0,0.9925925925925926,User035855
1,0.999537037037037,Comp655251$
2,0.9833333333333333,User762066
3,0.9884259259259259,User384215
4,0.9884259259259259,User043263
5,0.9888888888888889,User631552
6,0.9824074074074074,User682124
7,0.9685185185185186,User280464
8,0.9875,User451666
9,0.9837962962962963,User844991
10,0.9944444444444445,User530558
11,0.9912037037037037,User486765
12,0.999537037037037,Comp039634$
13,0.9953703703703703,User968259
14,0.999537037037037,Comp530762$
15,0.9930555555555556,User736129
16,0.9986111111111111,User523107
17,0.9828703703703704,Anonymous
18,0.9916666666666667,User239777
19,0.9925925925925926,User015915
20,0.9898148148148148,User975549
21,0.9925925925925926,User083957
22,0.9981481481481481,Comp503732$
23,0.987037037037037,User796410
24,0.987037037037037,User492761
25,1.0,Comp612667$
26,0.9912037037037037,User252839
27,0.999537037037037,Comp983832$
28,0.9990740740740741,Comp571011$
29,0.9898148148148148,User922811
30,0.9958333333333333,User902798
31,1.0,Comp447223$
32,0.9875,User827052
33,0.9847222222222223,User172191
34,0.9967592592592592,Comp296412$
35,0.9875,User278366
36,0.999537037037037,Comp167809$
37,0.9851851851851852,User035202
38,0.9953703703703703,User267717
39,0.9939814814814815,User796018
40,0.9912037037037037,User322352
41,0.999537037037037,Comp303933$
42,0.9800925925925926,User010703
43,0.9671296296296297,User770537
44,0.9740740740740741,User050715
45,0.9782407407407407,User760196
46,0.9935185185185185,User411060
47,0.9893518518518518,User155798
48,0.9902777777777778,User291694
49,1.0,User203957
50,0.9949074074074074,User181865
51,0.9824074074074074,User326218
52,0.9925925925925926,User393354
53,0.9990740740740741,Comp212472$
54,0.9879629629629629,User036955
55,0.9944444444444445,User600456
56,0.9916666666666667,User316449
57,0.9990740740740741,Comp113078$
58,0.9842592592592593,User962147
59,0.9981481481481481,Comp276690$
60,0.9851851851851852,User025683
61,0.9893518518518518,User115238
62,0.9981481481481481,Comp358620$
63,0.9657407407407408,User989440
64,0.999537037037037,User063620
65,0.9986111111111111,Comp303229$
66,0.9967592592592592,User306632
67,0.9902777777777778,User193601
68,0.9976851851851852,Comp985693$
69,0.9949074074074074,User023987
70,0.9444444444444444,User103377
71,0.8953703703703704,Scanner
72,0.9990740740740741,Comp170567$
73,0.9976851851851852,Comp693138$
74,1.0,Comp016710$
75,0.9990740740740741,Comp200205$
76,0.9976851851851852,Comp130896$
77,0.9550925925925926,User276734
78,0.987037037037037,User661508
79,1.0,Comp946948$
80,0.9939814814814815,User396065
81,0.9986111111111111,User610717
82,0.9986111111111111,Comp276131$
83,0.9976851851851852,Comp884116$
84,1.0,Comp560428$
85,0.9930555555555556,User478305
86,0.9981481481481481,Comp540578$
87,0.987037037037037,User125674
88,0.9939814814814815,User033825
89,0.9888888888888889,User124967
90,0.9981481481481481,Comp886109$
91,0.999537037037037,Comp312776$
92,0.9879629629629629,User085709
93,0.9976851851851852,Comp460179$
94,0.999537037037037,Comp006588$
95,0.9828703703703704,User754803
96,0.9703703703703703,User408610
97,0.9907407407407407,User388732
98,0.9847222222222223,User024728
99,0.9986111111111111,Comp458771$
100,0.9953703703703703,User423275
101,0.9893518518518518,User650939
102,0.9990740740740741,Comp305733$
103,0.9810185185185185,User875093
104,0.9944444444444445,User109616
105,0.9981481481481481,Comp022671$
106,0.9986111111111111,User517044
107,0.9990740740740741,Comp992005$
108,0.9962962962962963,User354434
109,0.9851851851851852,User028024
110,0.9976851851851852,Comp957359$
111,1.0,Comp253114$
112,0.987037037037037,User251851
113,0.9921296296296296,User402116
114,0.9902777777777778,User715029
115,0.9912037037037037,User773151
116,0.9990740740740741,Comp443963$
117,0.9893518518518518,User089300
118,0.9972222222222222,User194781
119,0.962037037037037,User508552
120,0.9916666666666667,User626556
121,0.9981481481481481,Comp188104$
122,0.9949074074074074,User510804
123,0.999537037037037,Comp383893$
124,0.9939814814814815,User493761
125,0.9861111111111112,User833373
126,0.9560185185185185,AppService
127,0.9879629629629629,User667009
128,0.999537037037037,Comp568713$
129,0.9888888888888889,User335879
130,0.9875,User162060
131,0.9939814814814815,User813875
132,0.9958333333333333,User023014
133,0.9962962962962963,User165990
134,0.9949074074074074,User219183
135,0.9962962962962963,Comp477929$
136,0.9787037037037037,User779740
137,0.9986111111111111,Comp372347$
138,0.9939814814814815,User688826
139,0.9856481481481482,User802553
140,1.0,Comp259443$
141,0.9888888888888889,User442328
142,0.9898148148148148,User460051
143,0.9930555555555556,User158041
144,0.9962962962962963,User624314
145,0.9925925925925926,User520739
146,0.9944444444444445,User994868
147,0.9990740740740741,Comp799175$
148,0.9856481481481482,User507827
149,0.9902777777777778,User286674
150,0.9990740740740741,Comp755661$
151,0.9986111111111111,Comp421883$
152,1.0,Comp321783$
153,0.9745370370370371,User003141
154,0.975462962962963,User090946
155,0.9800925925925926,User195881
156,0.9875,User596037
157,0.9745370370370371,User269985
158,0.9902777777777778,User287673
159,0.9976851851851852,Comp932664$
160,0.9902777777777778,User521285
161,0.9990740740740741,Comp913004$
162,0.9925925925925926,User298342
163,0.9990740740740741,Comp364188$
164,0.9787037037037037,User957693
165,0.9990740740740741,Comp211712$
166,0.9875,User126653
167,0.9703703703703703,User221086
168,0.987037037037037,User938386
169,0.9972222222222222,User701104
170,0.9916666666666667,User695857
171,0.9787037037037037,User525706
172,0.9902777777777778,User699389
173,0.9875,User536136
174,0.999537037037037,Comp260770$
175,0.9856481481481482,User122765
176,0.9912037037037037,User423224
177,1.0,Comp445233$
178,0.9847222222222223,User943813
179,0.9925925925925926,User042407
180,0.9990740740740741,Comp737841$
181,0.9763888888888889,User969785
182,1.0,Comp186020$
183,1.0,Comp992025$
184,0.999537037037037,Comp435117$
185,0.9962962962962963,Comp795669$
186,0.987037037037037,User003554
187,1.0,Comp669633$
188,0.9921296296296296,User574479
189,0.9949074074074074,User028618
190,1.0,Comp284510$
191,0.9902777777777778,User832275
192,0.9833333333333333,User710324
193,0.9907407407407407,User746139
194,0.9837962962962963,User781905
195,0.9875,User501217
196,0.9986111111111111,Comp426114$
197,0.9898148148148148,User124127
198,0.9958333333333333,User619008
199,0.999537037037037,Comp308350$
